171; 240
191; 254
197; 265
202; 278
206; 291
209; 304
211; 317
215; 328
219; 341
223; 353
227; 364
230; 375
229; 390
229; 404
233; 413
237; 420
244; 428
248; 436
252; 440
254; 440
255; 436
257; 431
260; 424
264; 415
269; 405
275; 399
279; 391
284; 384
287; 375
289; 367
292; 357
296; 347
299; 335
304; 324
307; 315
309; 306
313; 299
317; 290
320; 281
323; 275
326; 272
328; 273
329; 278
331; 289
331; 302
332; 313
335; 322
337; 332
340; 340
342; 347
345; 354
348; 359
350; 368
353; 373
356; 383
357; 389
359; 402
360; 418
364; 427
367; 433
371; 436
375; 436
378; 433
380; 429
382; 422
386; 414
389; 405
392; 397
395; 389
398; 380
401; 372
404; 363
408; 353
412; 344
416; 334
422; 324
427; 315
432; 306
438; 297
444; 286
450; 276
456; 264
460; 254
464; 245
466; 237
468; 230
463; 226
