478; 143
457; 165
447; 177
435; 192
421; 209
406; 226
394; 242
382; 255
373; 270
362; 285
349; 302
336; 319
327; 329
317; 340
303; 353
294; 363
285; 373
276; 379
267; 387
259; 393
250; 396
241; 396
231; 394
222; 391
211; 388
201; 381
192; 372
184; 362
177; 351
174; 338
175; 324
177; 311
181; 297
187; 284
196; 269
209; 254
222; 243
235; 233
250; 226
268; 222
286; 218
304; 217
318; 220
332; 226
345; 239
357; 253
374; 264
386; 277
400; 288
414; 300
425; 315
438; 325
450; 337
461; 350
468; 363
476; 374
480; 383
484; 390
484; 388
