454; 164
428; 173
415; 176
399; 179
382; 178
364; 173
346; 173
329; 172
311; 168
296; 166
280; 166
264; 170
249; 167
233; 168
221; 166
206; 166
196; 166
188; 165
185; 161
185; 157
189; 153
195; 153
201; 154
207; 161
212; 176
216; 197
221; 217
227; 242
232; 271
236; 289
240; 310
245; 327
249; 342
252; 359
255; 373
255; 384
256; 395
257; 398
260; 402
265; 406
269; 412
269; 416
269; 413
270; 402
274; 394
279; 385
287; 374
298; 359
309; 343
319; 330
331; 313
341; 298
353; 281
362; 265
372; 253
384; 234
392; 225
401; 212
409; 202
415; 196
422; 181
425; 176
429; 164
431; 163
432; 159
422; 171
