434; 254
433; 230
427; 222
420; 211
411; 201
402; 192
393; 184
384; 176
377; 171
367; 165
358; 160
346; 160
335; 163
321; 173
307; 181
297; 187
289; 193
280; 202
273; 213
266; 223
262; 239
258; 252
257; 265
257; 277
255; 288
255; 299
255; 313
257; 326
260; 334
262; 345
263; 356
265; 366
268; 376
271; 387
274; 396
278; 404
284; 412
289; 420
295; 424
302; 430
307; 437
315; 438
322; 440
329; 445
337; 443
344; 444
351; 445
358; 445
364; 446
369; 444
374; 443
377; 441
379; 442
382; 438
385; 433
388; 429
394; 424
401; 417
430; 362
