388; 228
381; 251
380; 256
377; 265
375; 274
373; 283
369; 293
365; 301
360; 309
354; 319
347; 326
339; 335
331; 340
321; 347
311; 352
301; 356
290; 362
277; 368
265; 371
252; 372
239; 371
227; 368
216; 363
207; 357
200; 350
195; 341
193; 333
193; 324
196; 315
200; 306
206; 299
214; 293
222; 288
231; 285
241; 283
252; 282
262; 281
273; 280
283; 282
293; 282
303; 284
313; 290
322; 294
330; 301
337; 308
343; 316
347; 325
349; 334
349; 342
349; 351
348; 357
346; 365
344; 372
341; 378
339; 385
336; 391
311; 420
