245; 336
251; 311
256; 304
262; 297
268; 290
276; 282
284; 275
294; 267
303; 261
313; 256
324; 254
333; 253
343; 252
351; 254
358; 257
364; 261
368; 266
372; 269
375; 276
375; 280
376; 285
375; 293
373; 300
370; 307
365; 315
360; 321
354; 326
348; 329
343; 332
338; 337
333; 338
327; 341
321; 343
316; 343
309; 344
304; 342
298; 340
292; 337
286; 335
281; 335
276; 331
270; 328
265; 326
260; 321
255; 317
250; 311
247; 302
244; 295
243; 286
244; 276
245; 267
248; 257
252; 248
257; 238
264; 228
272; 222
282; 214
292; 208
305; 203
316; 200
329; 200
340; 200
352; 200
361; 202
370; 203
377; 207
383; 213
387; 222
393; 231
399; 241
404; 249
407; 256
416; 280
