474; 232
468; 263
466; 272
459; 288
454; 300
443; 313
424; 336
415; 346
401; 359
388; 370
380; 374
370; 382
363; 385
356; 391
347; 395
336; 399
327; 401
314; 399
299; 404
287; 401
267; 401
248; 395
237; 388
222; 383
222; 370
222; 363
222; 348
224; 338
225; 325
229; 314
230; 310
233; 299
241; 290
249; 281
263; 271
275; 269
290; 260
305; 259
320; 257
338; 257
349; 262
364; 262
375; 270
392; 272
405; 279
416; 282
431; 288
437; 296
451; 300
455; 306
466; 312
470; 316
479; 317
481; 321
484; 323
476; 317
