448; 247
375; 308
344; 348
330; 364
321; 383
324; 390
338; 388
354; 379
369; 365
381; 343
381; 312
367; 294
352; 280
342; 267
338; 261
329; 261
323; 253
319; 245
317; 245
324; 247
345; 256
366; 263
388; 264
400; 258
402; 252
401; 243
398; 241
392; 245
385; 257
373; 285
351; 322
328; 363
314; 402
311; 420
317; 435
321; 447
324; 456
332; 457
347; 453
368; 444
390; 440
409; 440
421; 440
423; 444
421; 451
420; 458
419; 468
419; 481
417; 492
415; 501
414; 500
420; 483
424; 463
426; 436
430; 388
439; 341
449; 304
454; 288
455; 291
456; 299
459; 301
465; 301
473; 316
