243; 462
272; 449
285; 443
298; 436
310; 430
324; 422
338; 413
352; 407
365; 402
375; 391
385; 380
393; 370
399; 359
405; 347
411; 335
418; 321
426; 308
430; 299
436; 286
442; 275
446; 262
454; 246
460; 234
463; 218
468; 203
468; 190
466; 174
463; 161
456; 146
449; 135
440; 125
428; 117
414; 114
399; 113
386; 116
372; 124
360; 133
351; 146
344; 157
340; 172
336; 188
331; 201
328; 215
327; 229
327; 245
327; 262
329; 277
332; 292
334; 305
339; 315
342; 329
345; 337
348; 349
350; 360
353; 366
357; 373
361; 383
365; 393
371; 401
377; 405
384; 410
392; 416
400; 424
406; 429
414; 434
420; 442
427; 449
435; 458
444; 466
455; 468
463; 468
472; 468
479; 467
494; 464
507; 459
516; 466
523; 482
