28; 287
80; 236
111; 209
141; 176
175; 118
209; 49
239; 0
267; 0
295; 0
322; 0
347; 0
367; 0
372; 0
376; 0
370; 0
360; 0
352; 0
342; 0
331; 0
322; 0
313; 0
301; 11
292; 29
279; 48
266; 60
257; 70
251; 77
249; 83
249; 93
245; 108
237; 121
229; 136
227; 147
228; 157
236; 160
254; 151
276; 140
298; 127
319; 120
343; 118
362; 111
372; 106
366; 109
356; 115
342; 122
329; 129
318; 136
310; 137
308; 135
308; 132
310; 133
311; 136
311; 142
309; 150
306; 160
305; 172
306; 184
306; 192
304; 197
302; 198
295; 196
