493; 246
463; 253
443; 255
421; 260
399; 261
376; 259
352; 259
330; 255
309; 254
292; 251
276; 250
261; 249
249; 250
239; 249
232; 250
229; 247
231; 247
235; 252
243; 258
252; 280
262; 309
275; 330
286; 351
298; 371
308; 386
317; 408
326; 431
337; 447
346; 463
351; 471
357; 477
359; 482
357; 484
358; 484
357; 476
357; 469
355; 458
356; 440
358; 426
359; 406
363; 394
368; 382
371; 374
375; 365
380; 354
384; 343
392; 326
399; 315
404; 302
410; 288
416; 281
425; 266
432; 258
437; 254
441; 253
432; 264
