250; 343
262; 314
269; 306
277; 300
287; 292
296; 284
303; 278
313; 273
324; 271
334; 265
347; 260
358; 255
370; 252
381; 252
391; 252
400; 256
406; 262
412; 270
417; 278
418; 288
419; 296
418; 303
414; 311
409; 318
401; 324
393; 331
383; 339
375; 344
365; 349
356; 354
346; 358
339; 359
329; 361
320; 359
311; 354
301; 348
293; 344
286; 340
277; 336
270; 329
265; 322
263; 312
264; 301
267; 289
271; 276
276; 263
282; 251
289; 238
297; 228
308; 219
322; 213
334; 208
350; 202
367; 199
383; 199
398; 199
411; 202
423; 208
434; 215
444; 222
454; 234
462; 244
467; 254
470; 263
475; 272
476; 283
479; 292
481; 300
482; 315
