455; 197
435; 203
422; 202
409; 202
395; 199
382; 196
369; 193
355; 191
345; 189
333; 189
320; 191
306; 190
292; 188
278; 185
266; 185
254; 184
242; 185
229; 185
217; 183
205; 183
195; 184
184; 188
179; 191
178; 196
184; 199
195; 205
208; 213
221; 220
233; 228
243; 234
253; 237
263; 244
272; 247
282; 255
289; 262
298; 271
304; 280
311; 283
318; 291
325; 296
333; 302
338; 310
341; 317
338; 323
330; 329
319; 333
309; 339
298; 346
287; 352
277; 359
268; 366
259; 370
252; 374
243; 379
235; 385
227; 388
219; 395
211; 397
203; 404
195; 406
187; 408
180; 409
179; 409
184; 409
193; 409
206; 410
221; 412
235; 416
249; 419
262; 420
276; 420
289; 422
302; 424
315; 426
326; 428
339; 427
348; 427
356; 430
362; 431
369; 432
376; 432
384; 430
390; 432
396; 432
404; 427
411; 426
419; 426
428; 423
436; 421
444; 423
454; 427
