130; 128
148; 126
159; 131
174; 142
190; 158
203; 176
214; 193
222; 211
230; 226
236; 240
241; 257
245; 276
248; 296
249; 316
249; 335
252; 348
253; 360
255; 369
259; 376
258; 385
256; 391
254; 400
253; 406
253; 413
251; 421
254; 423
254; 426
255; 426
256; 425
257; 421
259; 415
260; 408
261; 398
263; 389
266; 381
273; 373
277; 366
283; 359
289; 355
294; 351
301; 348
307; 348
312; 349
319; 348
326; 351
330; 356
336; 361
341; 370
345; 379
348; 390
350; 404
352; 416
355; 426
357; 434
356; 442
354; 441
