449; 224
441; 195
443; 184
454; 135
454; 105
434; 81
393; 57
350; 68
317; 104
301; 145
290; 185
283; 226
279; 246
285; 244
287; 245
285; 248
278; 258
271; 262
265; 266
260; 271
255; 286
241; 313
226; 334
206; 363
193; 376
193; 382
189; 391
182; 396
175; 401
173; 406
170; 411
169; 412
171; 414
175; 414
190; 412
217; 413
250; 405
278; 408
290; 408
299; 404
308; 400
324; 392
343; 391
363; 387
398; 378
431; 376
462; 379
484; 382
505; 386
523; 391
540; 395
553; 399
556; 406
556; 415
557; 421
555; 425
545; 407
