491; 235
465; 237
454; 237
443; 238
431; 239
419; 242
405; 240
393; 237
380; 235
369; 234
357; 234
344; 232
332; 230
319; 229
305; 228
288; 227
273; 224
258; 220
243; 219
228; 219
215; 221
203; 221
192; 224
177; 225
164; 221
151; 220
137; 220
127; 217
117; 216
109; 215
108; 214
112; 213
119; 214
129; 216
141; 217
154; 218
168; 221
183; 221
196; 223
209; 223
223; 222
235; 220
245; 219
255; 215
266; 213
274; 214
283; 214
290; 216
296; 215
302; 217
307; 216
313; 217
317; 216
321; 219
324; 224
325; 228
324; 230
322; 232
320; 239
319; 249
317; 262
315; 276
314; 292
313; 308
313; 321
312; 333
311; 344
309; 354
310; 362
309; 373
309; 381
309; 387
309; 392
308; 398
308; 405
308; 426
