206; 467
229; 462
240; 456
253; 453
265; 452
277; 450
289; 438
301; 427
313; 414
323; 401
332; 387
343; 368
353; 351
363; 335
373; 324
382; 312
390; 301
400; 288
408; 277
418; 264
426; 251
430; 238
432; 225
432; 211
429; 194
427; 175
423; 158
419; 138
413; 118
407; 99
398; 85
389; 75
376; 71
362; 70
344; 75
328; 85
315; 98
304; 113
295; 127
289; 142
286; 158
286; 175
285; 192
288; 208
291; 225
296; 240
301; 256
307; 267
314; 278
321; 291
328; 304
336; 318
344; 330
352; 342
360; 357
370; 366
380; 376
390; 383
401; 388
411; 396
420; 403
427; 415
433; 422
440; 427
445; 439
448; 447
462; 461
