228; 347
239; 320
245; 312
253; 303
262; 293
270; 284
280; 275
290; 267
300; 259
310; 253
321; 248
331; 249
340; 250
349; 251
356; 253
361; 257
366; 260
369; 265
373; 274
377; 284
380; 292
382; 299
382; 306
379; 312
376; 320
370; 330
365; 339
358; 349
351; 356
344; 360
336; 363
327; 366
318; 366
310; 366
303; 365
296; 364
289; 361
284; 358
279; 355
273; 353
267; 351
262; 345
257; 339
253; 332
250; 324
249; 315
247; 307
247; 297
247; 288
248; 277
250; 266
253; 256
257; 245
263; 234
271; 225
280; 218
289; 214
300; 212
309; 208
320; 210
331; 209
341; 211
350; 217
359; 221
365; 225
372; 230
377; 232
383; 237
388; 241
392; 247
399; 277
