77; 217
72; 243
74; 264
77; 287
80; 312
80; 338
82; 361
87; 381
91; 394
96; 415
105; 430
108; 448
112; 469
118; 478
119; 487
117; 493
118; 492
120; 487
121; 478
126; 469
132; 454
140; 431
152; 403
164; 384
177; 362
189; 334
195; 316
202; 295
208; 278
207; 268
209; 260
208; 265
208; 269
208; 278
212; 297
218; 315
225; 338
234; 353
241; 369
249; 380
255; 392
262; 401
269; 414
273; 420
277; 424
279; 430
280; 424
281; 425
282; 418
283; 408
285; 398
288; 384
290; 369
295; 342
301; 325
307; 302
312; 288
313; 271
321; 247
324; 240
330; 223
332; 220
333; 212
333; 210
331; 211
325; 224
