442; 219
424; 218
411; 218
400; 217
385; 215
371; 215
355; 214
341; 213
328; 212
315; 211
303; 212
290; 214
277; 214
265; 214
253; 214
241; 215
230; 218
223; 221
221; 224
222; 229
227; 233
234; 240
240; 248
249; 255
257; 263
265; 268
274; 276
281; 284
289; 288
297; 296
305; 299
314; 306
321; 309
328; 306
332; 309
337; 314
337; 319
333; 327
324; 335
315; 342
305; 351
295; 359
288; 364
282; 370
274; 378
267; 382
259; 384
250; 389
241; 392
233; 393
225; 398
218; 398
212; 398
206; 400
204; 401
207; 403
214; 407
226; 409
239; 410
252; 410
264; 407
275; 406
287; 406
299; 408
312; 411
323; 414
334; 416
343; 418
354; 418
365; 419
375; 420
383; 419
390; 419
398; 419
405; 420
413; 418
421; 416
427; 419
434; 418
443; 418
